Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-06 since:2023-01-05&src=typed_query,BitMart,https://x.com/BitMartExchange,BitMartExchange,False,2023-01-05 03:22:09+00:00,False,"🥳#BitMart will list Ripple (XRP) on our digital assets platform on January 5, 2023. The following trading pair will be available: XRP/USDT. 💎Deposit feature: 01/05/2023 7:00 AM (UTC) 💎Trade feature: 01/05/2023 8:00 AM (UTC) 👉Details: https://support.bitmart.com/hc/en-us/articles/11799669938843",1610839040428761088,https://x.com/BitMartExchange/status/1610839040428761088,159,618,2051,314160,12,https://pbs.twimg.com/media/FlrZkWcXgAAghyl.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-10 since:2023-01-09&src=typed_query,James K. Filan 🇺🇸🇮🇪,https://x.com/FilanLaw,FilanLaw,True,2023-01-09 23:08:41+00:00,False,#XRPCommunity #SECGov v. #Ripple #XRP The Ripple Defendants have filed their Response in Opposition to the SEC’s Motion to Seal certain documents filed in connection with the parties’ Cross-Motions for Summary Judgment. https://www.dropbox.com/s/ltyfremendci660/Ripple%20Response%20in%20Opposition%20to%20SEC%20Motion%20to%20Seal.pdf?dl=0,1612587190004883456,https://x.com/FilanLaw/status/1612587190004883456,134,520,2108,651762,10,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-10 since:2023-01-09&src=typed_query,Ledger Support,https://x.com/Ledger_Support,Ledger_Support,True,2023-01-09 16:25:42+00:00,False,📢Hey #XRP holders! We're ready for the @FlareNetworks $FLR token distribution later today😤 You'll be able to add a Flare account in LedgerLive at launch✨🚀 Want to learn more? Check our FAQ🤓 https://support.ledger.com/hc/en-us/articles/4402643414929-Flare-FLR-token-distribution-FAQ?support=true Any 🤔Comment 👇,1612485777635549185,https://x.com/Ledger_Support/status/1612485777635549185,171,415,1360,281840,109,https://pbs.twimg.com/ext_tw_video_thumb/1612484016904540160/pu/img/JUm_1GYiJxeJfMgm.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-11 since:2023-01-10&src=typed_query,The Bearable Bull,https://x.com/thebearablebull,thebearablebull,True,2023-01-10 20:08:18+00:00,False,I Buy Assets When Everyone Is Being A Pussie XRP HBAR XLM ETH QNT XDC These Will Change Lives 💪,1612904182838599681,https://x.com/thebearablebull/status/1612904182838599681,160,169,1915,122224,31,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-12 since:2023-01-11&src=typed_query,XRP_Cro 🔥 AI / Gaming / DePIN,https://x.com/stedas,stedas,True,2023-01-11 09:14:08+00:00,False,"SEC 🆚 Ripple ""If we lose our lawsuit with the SEC, we will leave the United States entirely."" - Brad Garlinghouse, CEO @Ripple #fintech $xrp 👉http://stedas.hr/ripple",1613101945304109056,https://x.com/stedas/status/1613101945304109056,130,273,1761,192414,4,https://pbs.twimg.com/media/FmLjqDrX0AAO6Fu.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-12 since:2023-01-11&src=typed_query,WF,https://x.com/WhaleFUD,WhaleFUD,True,2023-01-11 15:38:15+00:00,False,All of crypto will see a bloodbath if Ripple #XRP loses to SEC.,1613198610274947074,https://x.com/WhaleFUD/status/1613198610274947074,558,413,3023,524673,16,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-13 since:2023-01-12&src=typed_query,Lark Davis,https://x.com/TheCryptoLark,TheCryptoLark,True,2023-01-12 19:01:12+00:00,False,Just a reminder that we should all be rooting for #xrp to win their court case!,1613612073581150266,https://x.com/TheCryptoLark/status/1613612073581150266,151,168,1448,181906,1,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-13 since:2023-01-12&src=typed_query,David 'JoelKatz' Schwartz,https://x.com/JoelKatz,JoelKatz,True,2023-01-12 05:08:36+00:00,False,I feel bad saying this. I love the project and want the best for it and want to believe the best about it. But my honest opinion is that they leveraged the XRP community to grow and weakened their promises drastically when they felt they didn't need it anymore. 1/2,1613402541894832130,https://x.com/JoelKatz/status/1613402541894832130,68,147,1088,223100,11,,True,JoelKatz,https://x.com/JoelKatz,,JoelKatz,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-14 since:2023-01-13&src=typed_query,The Bearable Bull,https://x.com/thebearablebull,thebearablebull,True,2023-01-13 20:51:52+00:00,False,Ripple Has Been Sued By The SEC For 2+ Years AND THEY STILL HAVENT FOUND SHIT… Imagine The Dirt They’d Find With Any Other Crypto Company This Is Why I Still Hold XRP Strong 😤💪,1614002310748819458,https://x.com/thebearablebull/status/1614002310748819458,88,253,2036,118459,6,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-14 since:2023-01-13&src=typed_query,Jeremy Hogan,https://x.com/attorneyjeremy1,attorneyjeremy1,True,2023-01-13 19:31:48+00:00,False,"Former SEC Enforcement Chief Braganca is ""puzzled"" as to why the SEC knew about the Gemini lending program, but allowed it to continue for at least a year before telling it to stop. I wonder what she'd say about the 5-6 years the SEC allowed Ripple to sell XRP?",1613982162163798029,https://x.com/attorneyjeremy1/status/1613982162163798029,90,495,1834,217855,19,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-14 since:2023-01-13&src=typed_query,Discover Crypto,https://x.com/DiscoverCrypto_,DiscoverCrypto_,True,2023-01-13 01:30:05+00:00,False,Things are changing for regulators. The House Financial Services Committee and it’s various subcommittees are about to go to town on the SEC and the IRS. See ya Gary. $xrp #crypto,1613709938446172161,https://x.com/DiscoverCrypto_/status/1613709938446172161,126,219,1546,197253,4,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-18 since:2023-01-17&src=typed_query,$armadPak10$xrp,https://x.com/sarkillxx60,sarkillxx60,False,2023-01-17 10:17:46+00:00,False,@OvOBrezzzy,1615292285410738176,https://x.com/sarkillxx60/status/1615292285410738176,9,130,3197,249801,53,https://pbs.twimg.com/media/FmqrxhkX0AQD7sE.jpg,True,OvOBrezzzy,https://x.com/OvOBrezzzy,𝗕𝗿𝗲𝗲𝘇𝘆’🦉,OvOBrezzzy,qme,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-18 since:2023-01-17&src=typed_query,LBRY 🚀,https://x.com/LBRYcom,LBRYcom,True,2023-01-17 16:14:44+00:00,False,Our impression is the XRP Community holds resentment towards Ethereum because Ethereum gets to play by rules that no one else does.,1615382119324450819,https://x.com/LBRYcom/status/1615382119324450819,77,175,1237,140928,3,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,Arjun Kharpal,https://x.com/ArjunKharpal,ArjunKharpal,False,2023-01-18 11:38:29+00:00,False,"#Davos: Caught up with @ripple CEO @bgarlinghouse whos thinks SEC lawsuit will be resolved in the first half of this year. ""Optimistic this will certainly be resolved in 2023, in maybe the first half. I feel very good about where we are relative to the law and the facts."" $XRP",1615674989130272772,https://x.com/ArjunKharpal/status/1615674989130272772,122,1347,3640,1178922,141,https://pbs.twimg.com/media/Fmvy4yQXkAEmeZd.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,Jeremy Hogan,https://x.com/attorneyjeremy1,attorneyjeremy1,True,2023-01-18 22:43:44+00:00,False,"Thanks for stopping by @bobbyxrp1! We belong to the small and lucky ""Married-to-Vietnamese-Women-Who-can-Cook-and-We-Own-XRP"" Club.",1615842404254318594,https://x.com/attorneyjeremy1/status/1615842404254318594,79,48,1597,95563,0,https://pbs.twimg.com/media/FmygGmpWQAgVld8.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,James K. Filan 🇺🇸🇮🇪,https://x.com/FilanLaw,FilanLaw,True,2023-01-18 21:20:11+00:00,False,"#XRPCommunity #SECGov v. #Ripple #XRP Ripple opposes the Motion by “Investment Banker Declarant” which seeks to shield from public view his name, position, and employer because he voluntarily submitted the declaration in support of the SEC’s Summary Judgment motion.",1615821378841608193,https://x.com/FilanLaw/status/1615821378841608193,89,449,1910,201455,10,https://pbs.twimg.com/media/FmyM7mQXoA0uBJj.jpg;https://pbs.twimg.com/media/FmyM7mRXoA0hmwf.jpg;https://pbs.twimg.com/media/FmyM7mUXoAM1R1d.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,Charles Gasparino,https://x.com/CGasparino,CGasparino,True,2023-01-18 23:37:39+00:00,False,"The more I delve into the @SBF_FTX implosion and hear how he met w @SECGov not once but twice, it's hard not to realize that the SEC really botched its regulatory agenda going after @Ripple over unregistered XRP when serious issues of potential fraud always resided w exchanges",1615855973893021696,https://x.com/CGasparino/status/1615855973893021696,424,512,2868,349831,13,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,CNBC,https://x.com/CNBC,CNBC,True,2023-01-18 15:15:47+00:00,False,"Ripple CEO is optimistic the crypto firm will get ruling on XRP lawsuit soon, slams 'embarrassing' SEC https://cnb.cx/3CWxg4K",1615729673618558977,https://x.com/CNBC/status/1615729673618558977,41,585,1802,267365,17,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-19 since:2023-01-18&src=typed_query,John E Deaton,https://x.com/JohnEDeaton1,JohnEDeaton1,True,2023-01-18 16:32:41+00:00,False,The SEC will be denied summary judgment on whether @bgarlinghouse and @chrislarsensf were reckless in not knowing #XRP was a security. The fact that BG met 3X w/the SEC and never once did they say “XRP is a security” is evidence a reasonable jury could conclude he wasn’t reckless,1615749023557881856,https://x.com/JohnEDeaton1/status/1615749023557881856,28,325,1479,183031,11,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-21 since:2023-01-20&src=typed_query,Digital Asset Investor,https://x.com/digitalassetbuy,digitalassetbuy,True,2023-01-20 12:53:54+00:00,False,Congress Everything is now briefed in SEC vs. @ripple This is an unprecedented case where the SEC has literally actively harmed the XRP investors they claim to protect for over two years. Today is a great day to recap why TODAY MUST BE A NEW DAY in the USA.,1616418743738941440,https://x.com/digitalassetbuy/status/1616418743738941440,64,847,2054,196811,83,https://pbs.twimg.com/ext_tw_video_thumb/1616418406122639361/pu/img/RuN1AwQRAT9_OBOj.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-21 since:2023-01-20&src=typed_query,James K. Filan 🇺🇸🇮🇪,https://x.com/FilanLaw,FilanLaw,True,2023-01-20 02:38:47+00:00,False,"#XRPCommunity #SECGov v. #Ripple #XRP Scheduling Update as of January 19, 2023.",1616263942892064769,https://x.com/FilanLaw/status/1616263942892064769,632,1630,6584,1440811,37,https://pbs.twimg.com/media/Fm4ffQeXEAENeWs.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-21 since:2023-01-20&src=typed_query,Clinton Donnelly,https://x.com/CryptoTaxFixer,CryptoTaxFixer,True,2023-01-20 10:15:35+00:00,False,"Govt declares cryptocurrencies are NOT securities. In two opinion letters, IRS Chief Counsel office declares that cryptocurrencies are not securities. Obviously, IRS disagrees with #SEC #XRP. 🫢 IRS Ruling 202302011 &amp; 202302012",1616378900065693696,https://x.com/CryptoTaxFixer/status/1616378900065693696,38,463,1556,176195,49,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-22 since:2023-01-21&src=typed_query,Gamdom.com,https://x.com/gamdom,gamdom,False,2023-01-21 13:50:04+00:00,False,"💸 $1,000 #Giveaway 💸 We'll select 10 winners randomly and award $100 to each account! 🤑🤑 Rules: 👇 1️⃣ Tag 2 friends 2️⃣ Must Like, Follow &amp; Retweet Good luck 💚 #BTC #Crypto #Contest #Casino #xrp #Competition #cryptocurrency #NFT #sol #LTC 🔗 http://Gamdom.com",1616795265750695936,https://x.com/gamdom/status/1616795265750695936,6065,3871,3825,392627,12,https://pbs.twimg.com/media/FnAClXMaAAAbjcb.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-22 since:2023-01-21&src=typed_query,Watcher.Guru,https://x.com/WatcherGuru,WatcherGuru,True,2023-01-21 15:41:19+00:00,False,JUST IN: $XRP surpasses a $20 billion market cap.,1616823261203136512,https://x.com/WatcherGuru/status/1616823261203136512,194,596,3810,514668,10,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-23 since:2023-01-22&src=typed_query,XRPP,https://x.com/XRP_Productions,XRP_Productions,True,2023-01-22 02:26:52+00:00,False,"Holy shit, what does that mean?!?! #XRP #XRPtheStandard #BigBallsBrad #Parody",1616985719305637888,https://x.com/XRP_Productions/status/1616985719305637888,185,198,1577,274929,23,https://pbs.twimg.com/media/FnCv3PZWAAI1dop.png,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-24 since:2023-01-23&src=typed_query,X-Art ☀️,https://x.com/Dogeh8er,Dogeh8er,True,2023-01-23 20:07:42+00:00,False,#XRPCommunity The Final Countdown ⏲️ @bgarlinghouse @JoelKatz @BCBacker #xrp #xrpl #odl #cryptocurrency #xrparmy #xrpthestandard,1617615076587933703,https://x.com/Dogeh8er/status/1617615076587933703,120,632,2010,350603,95,https://pbs.twimg.com/ext_tw_video_thumb/1617614925035147278/pu/img/cZ4MuAb5l9ydHdDV.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-24 since:2023-01-23&src=typed_query,Nagato 𓂀,https://x.com/CryptoNagato,CryptoNagato,True,2023-01-23 17:35:04+00:00,False,My mom wants to invest some money into Crypto. Here’s the portfolio I’ll create for her: 25% $XRP 25% $QNT 25% $HBAR 25% $MNW She is not used to investing. She wants to sleep well at night. I think that this is the perfect balance between low risk &amp; speculation. Thoughts?,1617576662316769281,https://x.com/CryptoNagato/status/1617576662316769281,792,123,1374,278051,101,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-25 since:2023-01-24&src=typed_query,Dark Defender,https://x.com/DefendDark,DefendDark,True,2023-01-24 08:58:07+00:00,False,"When #XRP is over $30, I promise to have a party in Amsterdam. Can we fill Johan Cruyff Arena?",1617808958215032832,https://x.com/DefendDark/status/1617808958215032832,298,142,2460,336323,10,https://pbs.twimg.com/media/FnOcBAZWIAAeBS5.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-26 since:2023-01-25&src=typed_query,James K. Filan 🇺🇸🇮🇪,https://x.com/FilanLaw,FilanLaw,True,2023-01-25 18:22:53+00:00,False,"#XRPCommunity #SECGov v. #Ripple #XRP “Investment Banker Declarant” files a Response to Ripple’s opposition to the motion by “Investment Banker Declarant” to shield from public view his name, position, and employer.",1618313473599115264,https://x.com/FilanLaw/status/1618313473599115264,133,359,1461,399145,14,https://pbs.twimg.com/media/FnVnhoSWAAAZvCb.jpg;https://pbs.twimg.com/media/FnVnhoTWQAAIGOw.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-27 since:2023-01-26&src=typed_query,Kevin Cage,https://x.com/Kevin_Cage_,Kevin_Cage_,True,2023-01-26 22:55:45+00:00,False,"When $XRP breaks $1, the price predictions will go from $122k to $1M",1618744528428732419,https://x.com/Kevin_Cage_/status/1618744528428732419,253,79,1450,250791,4,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-29 since:2023-01-28&src=typed_query,WF,https://x.com/WhaleFUD,WhaleFUD,True,2023-01-28 22:30:51+00:00,False,JUST IN: Ripple CEO expects a ruling in in #XRP lawsuit against SEC to come before June 30.,1619463040818376704,https://x.com/WhaleFUD/status/1619463040818376704,216,429,2131,293823,11,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-31 since:2023-01-30&src=typed_query,Uphold,https://x.com/UpholdInc,UpholdInc,True,2023-01-30 15:08:00+00:00,False,🐂 Any $XRP bulls out there?,1620076367382745088,https://x.com/UpholdInc/status/1620076367382745088,319,170,2103,118688,2,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-31 since:2023-01-30&src=typed_query,Altcoin Daily,https://x.com/AltcoinDaily,AltcoinDaily,True,2023-01-30 15:04:00+00:00,False,Imagine if $XRP hodlers are 100% right..,1620075361483497472,https://x.com/AltcoinDaily/status/1620075361483497472,291,134,1426,397133,3,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-01-31 since:2023-01-30&src=typed_query,Lark Davis,https://x.com/TheCryptoLark,TheCryptoLark,True,2023-01-30 09:00:36+00:00,False,"Someone offers you $100,000 of one of these coins #cardano, #xrp, or #dogecoin, which do you take and why? $doge $xrp $ada 👇 👇 👇",1619983908140994560,https://x.com/TheCryptoLark/status/1619983908140994560,537,126,1798,345899,2,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-02 since:2023-02-01&src=typed_query,Jeremy Hogan,https://x.com/attorneyjeremy1,attorneyjeremy1,True,2023-02-01 01:12:28+00:00,False,Below is the LBC weekly chart (up 100%) and LBRY completely lost the SEC lawsuit and is going into bankruptcy. What does this mean vis a vis XRP? Asking for a friend. :),1620590876341993475,https://x.com/attorneyjeremy1/status/1620590876341993475,107,239,1557,239131,6,https://pbs.twimg.com/media/Fn1-0ELXkAAtRlH.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-02 since:2023-02-01&src=typed_query,LBRY 🚀,https://x.com/LBRYcom,LBRYcom,True,2023-02-01 20:42:05+00:00,False,"Coinbase should relist $XRP. Under the SEC vs LBRY standard, $XRP sold by secondary holders is not a security.",1620885217568493568,https://x.com/LBRYcom/status/1620885217568493568,330,2281,7858,529234,27,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-02 since:2023-02-01&src=typed_query,🔥 BULL RUN WONKA 🔥 XRP,https://x.com/WillyWonkaXRP,WillyWonkaXRP,True,2023-02-01 21:22:02+00:00,False,BREAKING: Coinbase Wins Dismissal of Lawsuit Over Unregistered Securities (COIN) - Bloomberg NOW LIST $XRP!! 📈 https://www.bloomberg.com/news/articles/2023-02-01/coinbase-wins-dismissal-of-lawsuit-over-unregistered-securities,1620895273567363089,https://x.com/WillyWonkaXRP/status/1620895273567363089,75,591,2174,189914,16,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-03 since:2023-02-02&src=typed_query,XRPP,https://x.com/XRP_Productions,XRP_Productions,True,2023-02-02 15:09:28+00:00,False,"WOW, even the SEC is busting @coinbase's balls about relisting #XRP! 😮 #RelistXRP #JeezLouise #Parody",1621163900082483200,https://x.com/XRP_Productions/status/1621163900082483200,142,283,1432,165702,7,https://pbs.twimg.com/media/Fn-H3JqXwAEgNJy.png,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-03 since:2023-02-02&src=typed_query,Dan Gambardello,https://x.com/dangambardello,dangambardello,True,2023-02-02 14:23:57+00:00,False,A lot of people have left crypto. Are you still here? $btc $ada $xrp,1621152446918844420,https://x.com/dangambardello/status/1621152446918844420,287,61,2143,113084,0,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-03 since:2023-02-02&src=typed_query,MASON VERSLUIS,https://x.com/MasonVersluis,MasonVersluis,True,2023-02-02 02:37:27+00:00,False,Now that we are private I can tell you my real $XRP price prediction 🔒 $25+ easily.,1620974651278262273,https://x.com/MasonVersluis/status/1620974651278262273,122,83,1623,110019,4,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-05 since:2023-02-04&src=typed_query,King Solomon,https://x.com/IOV_OWL,IOV_OWL,True,2023-02-04 22:28:01+00:00,False,"Imagine taking shots at Crypto Eri saying she needs clout, attention, clicks, or that she hasn’t put in the work. Eri is one of the realest researchers in crypto and a top steward for this community. Tired of this shit. Want $XRP to grow in Value? Build something with it",1621999042237534210,https://x.com/IOV_OWL/status/1621999042237534210,115,119,1296,108723,3,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-05 since:2023-02-04&src=typed_query,David 'JoelKatz' Schwartz,https://x.com/JoelKatz,JoelKatz,True,2023-02-04 05:02:46+00:00,False,I'm taking XRP private at $420. Funding secured. ᵀʰⁱˢ ⁱˢ ᵃ ʲᵒᵏᵉ,1621735994788827139,https://x.com/JoelKatz/status/1621735994788827139,825,890,5739,1289460,101,,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-07 since:2023-02-06&src=typed_query,Jeff_XRP,https://x.com/jeff_xrp,jeff_xrp,True,2023-02-06 14:46:39+00:00,False,Just a friendly reminder that XRP is the ONLY crypto to ever eclipse Bitcoin. 30 Dec 2017. Know what you hold. #XRP,1622607711564189696,https://x.com/jeff_xrp/status/1622607711564189696,101,376,1356,178261,60,https://pbs.twimg.com/media/FoSpE5oWAAAOaY3.jpg,False,,,,,en,Top
XRP min_faves:497,https://x.com/search?q=XRP min_faves:497 until:2023-02-07 since:2023-02-06&src=typed_query,James K. Filan 🇺🇸🇮🇪,https://x.com/FilanLaw,FilanLaw,True,2023-02-06 22:11:52+00:00,False,"#XRPCommunity #XRP @JohnEDeaton1 will be filing a Motion to File an Amicus Brief in Zakinov v. Ripple in California. There, the plaintiffs claim that Ripple sold XRP as an unregistered security. They are asking the court to certify a class of ALL XRP Holders who purchased 1/5",1622719755097440274,https://x.com/FilanLaw/status/1622719755097440274,115,387,1729,425640,16,,False,,,,,en,Top
